Title,Metascore,Rated,Runtime,Released,Genre,Box Office,imdb_rating,imdb_votes,imdb_source,imdb_score,rotten_source,rotten_score,metacrit_source,metacrit_score,release_month,release_year
The Love Witch,82.0,Not Rated,120 min,10 Mar 2017,"Comedy, Horror, Romance, Thriller",226223.0,6.2,"9,856",Internet Movie Database,6.2,Rotten Tomatoes,9.5,Metacritic,8.2,03,2017
Friend Request,31.0,R,92 min,22 Sep 2017,"Horror, Mystery, Thriller",3758792.0,5.3,"22,111",Internet Movie Database,5.3,Rotten Tomatoes,1.7,Metacritic,3.1,09,2017
Moana,81.0,PG,107 min,23 Nov 2016,"Animation, Adventure, Comedy, Family, Fantasy, Musical",248752120.0,7.6,"231,108",Internet Movie Database,7.6,Rotten Tomatoes,9.6,Metacritic,8.1,11,2016
Rogue One: A Star Wars Story,65.0,PG-13,133 min,16 Dec 2016,"Action, Adventure, Sci-Fi",532171696.0,7.8,"486,320",Internet Movie Database,7.8,Rotten Tomatoes,8.4,Metacritic,6.5,12,2016
The Founder,66.0,PG-13,115 min,20 Jan 2017,"Biography, Drama, History",12785093.0,7.2,"101,436",Internet Movie Database,7.2,Rotten Tomatoes,8.1,Metacritic,6.6,01,2017
Sing,59.0,PG,108 min,21 Dec 2016,"Animation, Comedy, Family, Musical",270322940.0,7.1,"119,300",Internet Movie Database,7.1,Rotten Tomatoes,7.2,Metacritic,5.9,12,2016
A Monster Calls,76.0,PG-13,108 min,06 Jan 2017,"Animation, Drama, Fantasy",3730982.0,7.5,"72,142",Internet Movie Database,7.5,Rotten Tomatoes,8.6,Metacritic,7.6,01,2017
Rings,25.0,PG-13,102 min,03 Feb 2017,"Drama, Horror, Mystery, Romance, Thriller",27766716.0,4.5,"34,759",Internet Movie Database,4.5,Rotten Tomatoes,0.8,Metacritic,2.5,02,2017
Underworld: Blood Wars,23.0,R,91 min,06 Jan 2017,"Action, Adventure, Fantasy, Horror, Sci-Fi, War",30348260.0,5.8,"63,958",Internet Movie Database,5.8,Rotten Tomatoes,1.9,Metacritic,2.3,01,2017
Monster Trucks,41.0,PG,104 min,13 Jan 2017,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",33243820.0,5.6,"13,842",Internet Movie Database,5.6,Rotten Tomatoes,3.2,Metacritic,4.1,01,2017
The Bye Bye Man,37.0,PG-13,96 min,13 Jan 2017,"Drama, Fantasy, Horror, Mystery, Thriller",22377458.0,4.3,"18,380",Internet Movie Database,4.3,Rotten Tomatoes,1.9,Metacritic,3.7,01,2017
Sleepless,34.0,R,95 min,13 Jan 2017,"Action, Crime, Thriller",20757977.0,5.6,"26,489",Internet Movie Database,5.6,Rotten Tomatoes,2.3,Metacritic,3.4,01,2017
Split,62.0,PG-13,117 min,20 Jan 2017,"Horror, Thriller",138120085.0,7.3,"370,597",Internet Movie Database,7.3,Rotten Tomatoes,7.7,Metacritic,6.2,01,2017
xXx: Return of Xander Cage,42.0,PG-13,107 min,20 Jan 2017,"Action, Adventure, Thriller",44850317.0,5.2,"79,338",Internet Movie Database,5.2,Rotten Tomatoes,4.5,Metacritic,4.2,01,2017
Sophie and the Rising Sun,55.0,R,105 min,22 Jan 2016,Drama,30348.0,6.5,926,Internet Movie Database,6.5,Rotten Tomatoes,6.4,Metacritic,5.5,01,2016
A Dog's Purpose,43.0,PG,100 min,27 Jan 2017,"Adventure, Comedy, Drama, Family, Fantasy",64304940.0,7.1,"56,364",Internet Movie Database,7.1,Rotten Tomatoes,3.5,Metacritic,4.3,01,2017
Resident Evil: The Final Chapter,49.0,R,107 min,27 Jan 2017,"Action, Horror, Sci-Fi, Thriller",26844692.0,5.5,"76,157",Internet Movie Database,5.5,Rotten Tomatoes,3.7,Metacritic,4.9,01,2017
Rings,25.0,PG-13,102 min,03 Feb 2017,"Drama, Horror, Mystery, Romance, Thriller",27766716.0,4.5,"34,759",Internet Movie Database,4.5,Rotten Tomatoes,0.8,Metacritic,2.5,02,2017
The Space Between Us,33.0,PG-13,120 min,03 Feb 2017,"Adventure, Drama, Romance, Sci-Fi",7829766.0,6.4,"42,315",Internet Movie Database,6.4,Rotten Tomatoes,1.6,Metacritic,3.3,02,2017
I Am Not Your Negro,95.0,PG-13,93 min,17 Feb 2017,Documentary,7120626.0,7.8,"14,152",Internet Movie Database,7.8,Rotten Tomatoes,9.8,Metacritic,9.5,02,2017
The Lego Batman Movie,75.0,PG,104 min,10 Feb 2017,"Animation, Action, Comedy, Family",175686290.0,7.3,"118,822",Internet Movie Database,7.3,Rotten Tomatoes,9.0,Metacritic,7.5,02,2017
Fifty Shades Darker,33.0,R,118 min,10 Feb 2017,"Drama, Romance",114376885.0,4.6,"83,126",Internet Movie Database,4.6,Rotten Tomatoes,1.1,Metacritic,3.3,02,2017
John Wick: Chapter 2,75.0,R,122 min,10 Feb 2017,"Action, Crime, Thriller",91970516.0,7.5,"312,934",Internet Movie Database,7.5,Rotten Tomatoes,8.9,Metacritic,7.5,02,2017
The Great Wall,42.0,PG-13,103 min,17 Feb 2017,"Action, Adventure, Fantasy, Thriller",45125480.0,5.9,"113,655",Internet Movie Database,5.9,Rotten Tomatoes,3.6,Metacritic,4.2,02,2017
A Cure for Wellness,47.0,R,146 min,17 Feb 2017,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",8103139.0,6.4,"72,390",Internet Movie Database,6.4,Rotten Tomatoes,4.2,Metacritic,4.7,02,2017
Fist Fight,37.0,R,91 min,17 Feb 2017,Comedy,32153522.0,5.6,"35,990",Internet Movie Database,5.6,Rotten Tomatoes,2.4,Metacritic,3.7,02,2017
XX,64.0,R,80 min,17 Feb 2017,Horror,30611.0,4.5,"10,010",Internet Movie Database,4.5,Rotten Tomatoes,7.0,Metacritic,6.4,02,2017
Lovesong,74.0,Not Rated,84 min,17 Feb 2017,"Drama, Romance",10545.0,6.3,"3,391",Internet Movie Database,6.3,Rotten Tomatoes,8.2,Metacritic,7.4,02,2017
Get Out,84.0,R,104 min,24 Feb 2017,"Horror, Mystery, Thriller",175428355.0,7.7,"416,862",Internet Movie Database,7.7,Rotten Tomatoes,9.8,Metacritic,8.4,02,2017
Collide,33.0,PG-13,99 min,24 Feb 2017,"Action, Crime, Thriller",2196654.0,5.7,"13,547",Internet Movie Database,5.7,Rotten Tomatoes,2.1,Metacritic,3.3,02,2017
Contemporary Color,79.0,PG-13,97 min,14 Apr 2016,"Documentary, Music",15275.0,6.3,114,Internet Movie Database,6.3,Rotten Tomatoes,6.9,Metacritic,7.9,04,2016
Logan,77.0,R,137 min,03 Mar 2017,"Action, Drama, Sci-Fi, Thriller",226276809.0,8.1,"575,839",Internet Movie Database,8.1,Rotten Tomatoes,9.3,Metacritic,7.7,03,2017
The Shack,32.0,PG-13,132 min,03 Mar 2017,"Drama, Fantasy",57330873.0,6.3,"26,627",Internet Movie Database,6.3,Rotten Tomatoes,2.0,Metacritic,3.2,03,2017
Before I Fall,58.0,PG-13,98 min,03 Mar 2017,"Drama, Fantasy, Mystery",12230741.0,6.4,"40,186",Internet Movie Database,6.4,Rotten Tomatoes,6.4,Metacritic,5.8,03,2017
Table 19,40.0,PG-13,87 min,03 Mar 2017,"Comedy, Drama, Romance",3606977.0,5.8,"23,312",Internet Movie Database,5.8,Rotten Tomatoes,2.6,Metacritic,4.0,03,2017
The Last Word,40.0,R,108 min,03 Mar 2017,"Comedy, Drama",1782667.0,6.6,"6,494",Internet Movie Database,6.6,Rotten Tomatoes,3.9,Metacritic,4.0,03,2017
Donald Cried,72.0,Not Rated,85 min,12 Mar 2016,"Comedy, Drama",61309.0,6.5,951,Internet Movie Database,6.5,Rotten Tomatoes,9.4,Metacritic,7.2,03,2016
Kong: Skull Island,62.0,PG-13,118 min,10 Mar 2017,"Action, Adventure, Fantasy, Sci-Fi",167986460.0,6.6,"243,946",Internet Movie Database,6.6,Rotten Tomatoes,7.5,Metacritic,6.2,03,2017
The Belko Experiment,44.0,R,89 min,17 Mar 2017,"Horror, Thriller",10164675.0,6.1,"39,318",Internet Movie Database,6.1,Rotten Tomatoes,5.2,Metacritic,4.4,03,2017
Song to Song,54.0,R,129 min,17 Mar 2017,"Drama, Music, Romance",421856.0,5.7,"15,947",Internet Movie Database,5.7,Rotten Tomatoes,4.3,Metacritic,5.4,03,2017
Power Rangers,44.0,PG-13,124 min,24 Mar 2017,"Action, Adventure, Sci-Fi",85275488.0,5.9,"94,494",Internet Movie Database,5.9,Rotten Tomatoes,5.0,Metacritic,4.4,03,2017
Life,54.0,R,104 min,24 Mar 2017,"Horror, Sci-Fi, Thriller",30180466.0,6.6,"185,922",Internet Movie Database,6.6,Rotten Tomatoes,6.8,Metacritic,5.4,03,2017
CHIPS,28.0,R,100 min,24 Mar 2017,"Action, Comedy, Crime",18591819.0,6.0,"38,012",Internet Movie Database,6.0,Rotten Tomatoes,1.8,Metacritic,2.8,03,2017
Wilson,49.0,R,94 min,24 Mar 2017,"Comedy, Drama",652997.0,5.8,"9,115",Internet Movie Database,5.8,Rotten Tomatoes,4.8,Metacritic,4.9,03,2017
Ghost in the Shell,52.0,PG-13,107 min,31 Mar 2017,"Action, Drama, Sci-Fi, Thriller",40533014.0,6.4,"180,511",Internet Movie Database,6.4,Rotten Tomatoes,4.3,Metacritic,5.2,03,2017
The Boss Baby,50.0,PG,97 min,31 Mar 2017,"Animation, Adventure, Comedy, Family, Fantasy",174996080.0,6.3,"95,726",Internet Movie Database,6.3,Rotten Tomatoes,5.2,Metacritic,5.0,03,2017
The Zookeeper's Wife,57.0,PG-13,127 min,07 Apr 2017,"Biography, Drama, History, War",17407536.0,7.0,"32,882",Internet Movie Database,7.0,Rotten Tomatoes,6.2,Metacritic,5.7,04,2017
The Blackcoat's Daughter,68.0,R,93 min,16 Feb 2017,"Horror, Thriller",19980.0,5.9,"14,147",Internet Movie Database,5.9,Rotten Tomatoes,7.3,Metacritic,6.8,02,2017
Carrie Pilby,52.0,Not Rated,98 min,04 Apr 2017,"Comedy, Drama",19025.0,6.6,"4,886",Internet Movie Database,6.6,Rotten Tomatoes,6.4,Metacritic,5.2,04,2017
The Case for Christ,50.0,PG,112 min,07 Apr 2017,"Biography, Drama",14678714.0,6.2,"6,680",Internet Movie Database,6.2,Rotten Tomatoes,5.9,Metacritic,5.0,04,2017
Smurfs: The Lost Village,40.0,PG,90 min,07 Apr 2017,"Animation, Adventure, Comedy, Family, Fantasy",45011202.0,6.0,"16,013",Internet Movie Database,6.0,Rotten Tomatoes,4.0,Metacritic,4.0,04,2017
Colossal,70.0,R,109 min,21 Apr 2017,"Comedy, Drama, Fantasy, Sci-Fi, Thriller",3027134.0,6.2,"51,810",Internet Movie Database,6.2,Rotten Tomatoes,8.1,Metacritic,7.0,04,2017
Gifted,60.0,PG-13,101 min,12 Apr 2017,Drama,24799765.0,7.6,"85,318",Internet Movie Database,7.6,Rotten Tomatoes,7.3,Metacritic,6.0,04,2017
The Fate of the Furious,56.0,PG-13,136 min,14 Apr 2017,"Action, Adventure, Thriller",225697400.0,6.7,"184,589",Internet Movie Database,6.7,Rotten Tomatoes,6.7,Metacritic,5.6,04,2017
The Lost City of Z,78.0,PG-13,141 min,21 Apr 2017,"Biography, Drama, History",8554554.0,6.6,"67,977",Internet Movie Database,6.6,Rotten Tomatoes,8.6,Metacritic,7.8,04,2017
My Entire High School Sinking Into the Sea,72.0,PG-13,75 min,23 Sep 2016,"Animation, Comedy, Drama",65250.0,6.1,759,Internet Movie Database,6.1,Rotten Tomatoes,8.4,Metacritic,7.2,09,2016
Born in China,57.0,G,79 min,21 Apr 2017,Documentary,13861159.0,7.2,"3,059",Internet Movie Database,7.2,Rotten Tomatoes,8.4,Metacritic,5.7,04,2017
The Promise,49.0,PG-13,133 min,21 Apr 2017,"Drama, History",8186236.0,5.9,"164,871",Internet Movie Database,5.9,Rotten Tomatoes,5.0,Metacritic,4.9,04,2017
The Circle,43.0,PG-13,110 min,28 Apr 2017,"Drama, Sci-Fi, Thriller",20476300.0,5.3,"74,355",Internet Movie Database,5.3,Rotten Tomatoes,1.5,Metacritic,4.3,04,2017
How to Be a Latin Lover,54.0,PG-13,115 min,28 Apr 2017,"Comedy, Drama",32088029.0,5.9,"12,061",Internet Movie Database,5.9,Rotten Tomatoes,3.8,Metacritic,5.4,04,2017
Sleight,62.0,R,89 min,28 Apr 2017,"Action, Drama, Sci-Fi, Thriller",3847290.0,5.9,"7,217",Internet Movie Database,5.9,Rotten Tomatoes,7.7,Metacritic,6.2,04,2017
Guardians of the Galaxy Vol. 2,67.0,PG-13,136 min,05 May 2017,"Action, Adventure, Comedy, Sci-Fi",389804217.0,7.6,"502,562",Internet Movie Database,7.6,Rotten Tomatoes,8.4,Metacritic,6.7,05,2017
3 Generations,47.0,PG-13,92 min,29 Sep 2016,Drama,66371.0,5.9,"5,125",Internet Movie Database,5.9,Rotten Tomatoes,3.2,Metacritic,4.7,09,2016
King Arthur: Legend of the Sword,41.0,PG-13,126 min,12 May 2017,"Action, Adventure, Drama, Fantasy",39037047.0,6.8,"172,159",Internet Movie Database,6.8,Rotten Tomatoes,3.1,Metacritic,4.1,05,2017
Snatched,45.0,R,90 min,12 May 2017,"Action, Adventure, Comedy",45850343.0,4.5,"30,678",Internet Movie Database,4.5,Rotten Tomatoes,3.6,Metacritic,4.5,05,2017
Lowriders,57.0,PG-13,98 min,12 May 2017,"Adventure, Crime, Drama",6155650.0,5.7,"1,977",Internet Movie Database,5.7,Rotten Tomatoes,5.7,Metacritic,5.7,05,2017
The Wall,57.0,R,88 min,18 May 2017,"Action, Drama, Thriller, War",1803009.0,6.2,"20,856",Internet Movie Database,6.2,Rotten Tomatoes,6.4,Metacritic,5.7,05,2017
Paris Can Wait,48.0,PG,92 min,07 Jul 2017,"Comedy, Drama, Romance",5617321.0,5.8,"6,668",Internet Movie Database,5.8,Rotten Tomatoes,4.6,Metacritic,4.8,07,2017
Alien: Covenant,65.0,R,122 min,19 May 2017,"Horror, Sci-Fi, Thriller",74255908.0,6.4,"232,299",Internet Movie Database,6.4,Rotten Tomatoes,6.6,Metacritic,6.5,05,2017
Diary of a Wimpy Kid: The Long Haul,39.0,PG,91 min,19 May 2017,"Comedy, Family",20737440.0,4.4,"5,853",Internet Movie Database,4.4,Rotten Tomatoes,1.8,Metacritic,3.9,05,2017
"Everything, Everything",52.0,PG-13,96 min,19 May 2017,"Drama, Romance",34091886.0,6.4,"28,071",Internet Movie Database,6.4,Rotten Tomatoes,4.5,Metacritic,5.2,05,2017
Baywatch,37.0,R,116 min,25 May 2017,"Action, Comedy, Crime",58009442.0,5.5,"141,995",Internet Movie Database,5.5,Rotten Tomatoes,1.8,Metacritic,3.7,05,2017
Pirates of the Caribbean: Dead Men Tell No Tales,39.0,PG-13,129 min,26 May 2017,"Action, Adventure, Fantasy",172537139.0,6.6,"233,146",Internet Movie Database,6.6,Rotten Tomatoes,2.9,Metacritic,3.9,05,2017
Buena Vista Social Club: Adios,67.0,PG,110 min,26 May 2017,Documentary,118253.0,6.9,243,Internet Movie Database,6.9,Rotten Tomatoes,6.8,Metacritic,6.7,05,2017
Wonder Woman,76.0,PG-13,141 min,02 Jun 2017,"Action, Adventure, Fantasy, Sci-Fi, War",412400625.0,7.4,"498,325",Internet Movie Database,7.4,Rotten Tomatoes,9.3,Metacritic,7.6,06,2017
Captain Underpants: The First Epic Movie,69.0,PG,89 min,02 Jun 2017,"Animation, Action, Comedy, Family",73895861.0,6.2,"22,524",Internet Movie Database,6.2,Rotten Tomatoes,8.8,Metacritic,6.9,06,2017
Dean,58.0,PG-13,94 min,02 Jun 2017,"Comedy, Drama, Romance",248849.0,6.3,"1,631",Internet Movie Database,6.3,Rotten Tomatoes,6.1,Metacritic,5.8,06,2017
It Comes at Night,78.0,R,91 min,09 Jun 2017,"Horror, Mystery",13985117.0,6.2,"70,624",Internet Movie Database,6.2,Rotten Tomatoes,8.7,Metacritic,7.8,06,2017
My Cousin Rachel,63.0,PG-13,106 min,09 Jun 2017,"Drama, Mystery, Romance",2711003.0,6.0,"15,916",Internet Movie Database,6.0,Rotten Tomatoes,7.6,Metacritic,6.3,06,2017
Megan Leavey,66.0,PG-13,116 min,09 Jun 2017,"Biography, Drama, War",13401068.0,7.1,"19,453",Internet Movie Database,7.1,Rotten Tomatoes,8.7,Metacritic,6.6,06,2017
Beatriz at Dinner,68.0,R,82 min,09 Jun 2017,"Comedy, Drama",7115001.0,6.0,"8,132",Internet Movie Database,6.0,Rotten Tomatoes,7.4,Metacritic,6.8,06,2017
Cars 3,59.0,G,102 min,16 Jun 2017,"Animation, Adventure, Comedy, Family, Sport",152603003.0,6.7,"61,984",Internet Movie Database,6.7,Rotten Tomatoes,6.9,Metacritic,5.9,06,2017
Rough Night,51.0,R,101 min,16 Jun 2017,"Comedy, Crime, Thriller",22092592.0,5.2,"41,148",Internet Movie Database,5.2,Rotten Tomatoes,4.4,Metacritic,5.1,06,2017
All Eyez on Me,38.0,R,139 min,16 Jun 2017,"Biography, Drama, Music",44892121.0,5.8,"18,965",Internet Movie Database,5.8,Rotten Tomatoes,1.8,Metacritic,3.8,06,2017
47 Meters Down,52.0,PG-13,89 min,16 Jun 2017,"Adventure, Drama, Horror, Thriller",44305642.0,5.6,"41,019",Internet Movie Database,5.6,Rotten Tomatoes,5.4,Metacritic,5.2,06,2017
The Book of Henry,31.0,PG-13,105 min,23 Jun 2017,"Crime, Drama, Thriller",4219536.0,6.6,"20,565",Internet Movie Database,6.6,Rotten Tomatoes,2.2,Metacritic,3.1,06,2017
Transformers: The Last Knight,27.0,PG-13,154 min,21 Jun 2017,"Action, Adventure, Sci-Fi",130104634.0,5.2,"121,971",Internet Movie Database,5.2,Rotten Tomatoes,1.5,Metacritic,2.7,06,2017
The Beguiled,77.0,R,93 min,30 Jun 2017,"Drama, Thriller",10542504.0,6.3,"44,320",Internet Movie Database,6.3,Rotten Tomatoes,7.9,Metacritic,7.7,06,2017
The Big Sick,86.0,R,120 min,14 Jul 2017,"Comedy, Drama, Romance",42824653.0,7.6,"106,600",Internet Movie Database,7.6,Rotten Tomatoes,9.8,Metacritic,8.6,07,2017
The Bad Batch,62.0,R,118 min,23 Jun 2017,"Drama, Horror, Romance, Sci-Fi",180851.0,5.3,"21,731",Internet Movie Database,5.3,Rotten Tomatoes,4.7,Metacritic,6.2,06,2017
Baby Driver,86.0,R,113 min,28 Jun 2017,"Action, Crime, Drama, Music, Thriller",107770367.0,7.6,"377,897",Internet Movie Database,7.6,Rotten Tomatoes,9.3,Metacritic,8.6,06,2017
Despicable Me 3,49.0,PG,89 min,30 Jun 2017,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",264194540.0,6.3,"96,116",Internet Movie Database,6.3,Rotten Tomatoes,5.8,Metacritic,4.9,06,2017
The House,30.0,R,88 min,30 Jun 2017,"Comedy, Crime",25563273.0,5.6,"34,966",Internet Movie Database,5.6,Rotten Tomatoes,2.0,Metacritic,3.0,06,2017
The Little Hours,69.0,R,90 min,30 Jun 2017,"Comedy, Romance",1623366.0,5.8,"15,830",Internet Movie Database,5.8,Rotten Tomatoes,7.8,Metacritic,6.9,06,2017
A Ghost Story,84.0,R,92 min,27 Jul 2017,"Drama, Fantasy, Romance",1594798.0,6.8,"48,114",Internet Movie Database,6.8,Rotten Tomatoes,9.0,Metacritic,8.4,07,2017
Spider-Man: Homecoming,73.0,PG-13,133 min,07 Jul 2017,"Action, Adventure, Sci-Fi",334166825.0,7.4,"452,558",Internet Movie Database,7.4,Rotten Tomatoes,9.2,Metacritic,7.3,07,2017
War for the Planet of the Apes,82.0,PG-13,140 min,14 Jul 2017,"Action, Adventure, Drama, Sci-Fi, Thriller",146872826.0,7.4,"206,234",Internet Movie Database,7.4,Rotten Tomatoes,9.4,Metacritic,8.2,07,2017
Wish Upon,32.0,PG-13,90 min,14 Jul 2017,"Drama, Fantasy, Horror, Mystery, Thriller",14301001.0,5.0,"15,443",Internet Movie Database,5.0,Rotten Tomatoes,1.9,Metacritic,3.2,07,2017
Dunkirk,94.0,PG-13,106 min,21 Jul 2017,"Action, Drama, History, Thriller, War",188042171.0,7.9,"478,576",Internet Movie Database,7.9,Rotten Tomatoes,9.2,Metacritic,9.4,07,2017
Valerian and the City of a Thousand Planets,51.0,PG-13,137 min,21 Jul 2017,"Action, Adventure, Fantasy, Sci-Fi",40442321.0,6.5,"143,415",Internet Movie Database,6.5,Rotten Tomatoes,4.8,Metacritic,5.1,07,2017
Girls Trip,71.0,R,122 min,21 Jul 2017,"Adventure, Comedy, Drama",115088305.0,6.2,"30,274",Internet Movie Database,6.2,Rotten Tomatoes,9.1,Metacritic,7.1,07,2017
Atomic Blonde,63.0,R,115 min,28 Jul 2017,"Action, Mystery, Thriller",51536935.0,6.7,"154,612",Internet Movie Database,6.7,Rotten Tomatoes,7.8,Metacritic,6.3,07,2017
The Emoji Movie,12.0,PG,86 min,28 Jul 2017,"Animation, Adventure, Comedy, Family, Fantasy",86053485.0,3.2,"49,847",Internet Movie Database,3.2,Rotten Tomatoes,0.7,Metacritic,1.2,07,2017
An Inconvenient Sequel: Truth to Power,68.0,PG,98 min,04 Aug 2017,Documentary,3456144.0,6.4,"6,984",Internet Movie Database,6.4,Rotten Tomatoes,7.9,Metacritic,6.8,08,2017
Detroit,77.0,R,143 min,04 Aug 2017,"Crime, Drama, History, Thriller",16788494.0,7.3,"41,570",Internet Movie Database,7.3,Rotten Tomatoes,8.4,Metacritic,7.7,08,2017
Brigsby Bear,68.0,PG-13,97 min,21 Sep 2017,"Comedy, Drama",529426.0,7.3,"13,997",Internet Movie Database,7.3,Rotten Tomatoes,8.2,Metacritic,6.8,09,2017
Menashe,81.0,PG,82 min,28 Jul 2017,Drama,1688620.0,6.5,"1,538",Internet Movie Database,6.5,Rotten Tomatoes,9.6,Metacritic,8.1,07,2017
The Dark Tower,34.0,PG-13,95 min,04 Aug 2017,"Action, Adventure, Fantasy, Horror, Sci-Fi, Western",50644837.0,5.6,"112,421",Internet Movie Database,5.6,Rotten Tomatoes,1.6,Metacritic,3.4,08,2017
Kidnap,44.0,R,95 min,04 Aug 2017,"Crime, Drama, Thriller",30597319.0,5.9,"29,645",Internet Movie Database,5.9,Rotten Tomatoes,3.7,Metacritic,4.4,08,2017
Step,81.0,PG,84 min,04 Aug 2017,Documentary,1137759.0,6.9,759,Internet Movie Database,6.9,Rotten Tomatoes,9.6,Metacritic,8.1,08,2017
Wind River,73.0,R,107 min,18 Aug 2017,"Crime, Drama, Mystery, Thriller",33782714.0,7.7,"174,310",Internet Movie Database,7.7,Rotten Tomatoes,8.7,Metacritic,7.3,08,2017
Annabelle: Creation,62.0,R,109 min,11 Aug 2017,"Horror, Mystery, Thriller",101788793.0,6.5,"96,212",Internet Movie Database,6.5,Rotten Tomatoes,7.1,Metacritic,6.2,08,2017
The Glass Castle,56.0,PG-13,127 min,11 Aug 2017,"Biography, Drama",17238739.0,7.2,"24,560",Internet Movie Database,7.2,Rotten Tomatoes,5.2,Metacritic,5.6,08,2017
The Nut Job 2: Nutty by Nature,36.0,PG,91 min,11 Aug 2017,"Animation, Adventure, Comedy, Family, Fantasy",28342490.0,5.4,"4,999",Internet Movie Database,5.4,Rotten Tomatoes,1.5,Metacritic,3.6,08,2017
Good Time,80.0,R,101 min,25 Aug 2017,"Crime, Drama, Thriller",1999047.0,7.3,"54,833",Internet Movie Database,7.3,Rotten Tomatoes,9.2,Metacritic,8.0,08,2017
Ingrid Goes West,71.0,R,98 min,25 Aug 2017,"Comedy, Drama",3016057.0,6.6,"28,086",Internet Movie Database,6.6,Rotten Tomatoes,8.6,Metacritic,7.1,08,2017
The Only Living Boy in New York,33.0,R,89 min,11 Aug 2017,Drama,622999.0,6.3,"9,147",Internet Movie Database,6.3,Rotten Tomatoes,3.3,Metacritic,3.3,08,2017
The Hitman's Bodyguard,47.0,R,118 min,18 Aug 2017,"Action, Comedy, Thriller",75020039.0,6.9,"165,357",Internet Movie Database,6.9,Rotten Tomatoes,4.3,Metacritic,4.7,08,2017
Logan Lucky,78.0,PG-13,118 min,18 Aug 2017,"Comedy, Crime, Drama",27696504.0,7.0,"108,848",Internet Movie Database,7.0,Rotten Tomatoes,9.2,Metacritic,7.8,08,2017
Patti Cake$,67.0,R,109 min,18 Aug 2017,"Drama, Music",794817.0,6.7,"8,578",Internet Movie Database,6.7,Rotten Tomatoes,8.3,Metacritic,6.7,08,2017
All Saints,63.0,PG,108 min,25 Aug 2017,Drama,5750509.0,6.0,"1,248",Internet Movie Database,6.0,Rotten Tomatoes,9.5,Metacritic,6.3,08,2017
Beach Rats,78.0,R,98 min,25 Jan 2018,Drama,457847.0,6.4,"9,903",Internet Movie Database,6.4,Rotten Tomatoes,8.5,Metacritic,7.8,01,2018
Tulip Fever,38.0,R,105 min,01 Sep 2017,"Drama, History, Romance",2399374.0,6.2,"15,666",Internet Movie Database,6.2,Rotten Tomatoes,1.0,Metacritic,3.8,09,2017
It,69.0,R,135 min,08 Sep 2017,Horror,326898358.0,7.4,"376,032",Internet Movie Database,7.4,Rotten Tomatoes,8.6,Metacritic,6.9,09,2017
Home Again,41.0,PG-13,97 min,08 Sep 2017,"Comedy, Drama, Romance",26353346.0,5.8,"23,568",Internet Movie Database,5.8,Rotten Tomatoes,3.3,Metacritic,4.1,09,2017
American Assassin,45.0,R,112 min,15 Sep 2017,"Action, Thriller",34449582.0,6.2,"59,406",Internet Movie Database,6.2,Rotten Tomatoes,3.4,Metacritic,4.5,09,2017
Mother!,75.0,R,121 min,15 Sep 2017,"Drama, Horror, Mystery",17297289.0,6.6,"162,256",Internet Movie Database,6.6,Rotten Tomatoes,6.9,Metacritic,7.5,09,2017
Brad's Status,71.0,R,102 min,15 Sep 2017,"Comedy, Drama, Music",2029594.0,6.5,"13,807",Internet Movie Database,6.5,Rotten Tomatoes,7.9,Metacritic,7.1,09,2017
Kingsman: The Golden Circle,44.0,R,141 min,22 Sep 2017,"Action, Adventure, Comedy",99733121.0,6.8,"237,263",Internet Movie Database,6.8,Rotten Tomatoes,5.2,Metacritic,4.4,09,2017
The Lego Ninjago Movie,55.0,PG,101 min,22 Sep 2017,"Animation, Action, Adventure, Comedy, Family",58938889.0,6.0,"19,726",Internet Movie Database,6.0,Rotten Tomatoes,5.5,Metacritic,5.5,09,2017
Stronger,76.0,R,119 min,29 Sep 2017,"Biography, Drama",4192426.0,6.9,"34,661",Internet Movie Database,6.9,Rotten Tomatoes,9.0,Metacritic,7.6,09,2017
Battle of the Sexes,73.0,PG-13,121 min,29 Sep 2017,"Biography, Comedy, Drama, Sport",12552907.0,6.7,"44,355",Internet Movie Database,6.7,Rotten Tomatoes,8.5,Metacritic,7.3,09,2017
Woodshock,39.0,R,100 min,22 Sep 2017,"Drama, Thriller",41126.0,4.3,"1,259",Internet Movie Database,4.3,Rotten Tomatoes,2.3,Metacritic,3.9,09,2017
